date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:47:42	114706/114706	---MCZ	200	added ('OK')	text/css	etag:W/%22672ce543-1c012%22	http://ecom.local/wp-includes/css/dist/block-library/style.min.css?ver=6.7.1	C:/My%20Web%20Sites/ecom/ecom.local/wp-includes/css/dist/block-library/style.min9704.css	(from http://ecom.local/cart/)
12:47:42	14552/14552	---MCZ	200	added ('OK')	text/css	etag:W/%226769091f-38d8%22	http://ecom.local/wp-content/plugins/woocommerce/assets/css/select2.css?ver=9.5.1	C:/My%20Web%20Sites/ecom/ecom.local/wp-content/plugins/woocommerce/assets/css/select20c46.css	(from http://ecom.local/cart/)
12:47:43	3494/3494	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2267690920-da6%22	http://ecom.local/wp-content/plugins/woocommerce/assets/js/frontend/country-select.min.js?ver=9.5.1	C:/My%20Web%20Sites/ecom/ecom.local/wp-content/plugins/woocommerce/assets/js/frontend/country-select.min0c46.js	(from http://ecom.local/cart/)
12:47:43	2765/2765	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2267690920-acd%22	http://ecom.local/wp-content/plugins/woocommerce/assets/js/frontend/address-i18n.min.js?ver=9.5.1	C:/My%20Web%20Sites/ecom/ecom.local/wp-content/plugins/woocommerce/assets/js/frontend/address-i18n.min0c46.js	(from http://ecom.local/cart/)
12:47:43	9267/9267	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2267690920-2433%22	http://ecom.local/wp-content/plugins/woocommerce/assets/js/frontend/cart.min.js?ver=9.5.1	C:/My%20Web%20Sites/ecom/ecom.local/wp-content/plugins/woocommerce/assets/js/frontend/cart.min0c46.js	(from http://ecom.local/cart/)
12:47:43	77915/77915	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2267690921-1305b%22	http://ecom.local/wp-content/plugins/woocommerce/assets/js/selectWoo/selectWoo.full.min.js?ver=1.0.9-wc.9.5.1	C:/My%20Web%20Sites/ecom/ecom.local/wp-content/plugins/woocommerce/assets/js/selectWoo/selectWoo.full.minc9d1.js	(from http://ecom.local/cart/)
12:47:44	4091/4091	---MCZ	200	added ('OK')	application/json	date:Mon,%2023%20Dec%202024%2007:17:44%20GMT	http://ecom.local/wp-json/wp/v2/pages/1175	C:/My%20Web%20Sites/ecom/ecom.local/wp-json/wp/v2/pages/1175.json	(from http://ecom.local/cart/)
12:47:45	1995/1995	---MCZ	200	added ('OK')	application/json	date:Mon,%2023%20Dec%202024%2007:17:45%20GMT	http://ecom.local/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fecom.local%2Fcart%2F	C:/My%20Web%20Sites/ecom/ecom.local/wp-json/oembed/1.0/embed0cb8.json	(from http://ecom.local/cart/)
12:47:45	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2023%20Dec%202024%2007:17:45%20GMT	http://ecom.local/?p=1175	C:/My%20Web%20Sites/ecom/ecom.local/index5d2a.html	(from http://ecom.local/cart/)
12:47:46	3287/3287	---MCZ	200	added ('OK')	text/css	etag:W/%226769091f-cd7%22	http://ecom.local/wp-content/plugins/woocommerce/assets/css/photoswipe/photoswipe.min.css?ver=9.5.1	C:/My%20Web%20Sites/ecom/ecom.local/wp-content/plugins/woocommerce/assets/css/photoswipe/photoswipe.min0c46.css	(from http://ecom.local/product/hoya-obovatum/)
12:47:47	182135/182135	---MCZ	200	added ('OK')	text/html	date:Mon,%2023%20Dec%202024%2007:17:46%20GMT	http://ecom.local/product/birdnest-japanese/	C:/My%20Web%20Sites/ecom/ecom.local/product/birdnest-japanese/index.html	(from http://ecom.local/)
12:47:48	7887/7887	---MCZ	200	added ('OK')	text/css	etag:W/%226769091f-1ecf%22	http://ecom.local/wp-content/plugins/woocommerce/assets/css/photoswipe/default-skin/default-skin.min.css?ver=9.5.1	C:/My%20Web%20Sites/ecom/ecom.local/wp-content/plugins/woocommerce/assets/css/photoswipe/default-skin/default-skin.min0c46.css	(from http://ecom.local/product/hoya-obovatum/)
12:47:49	740/740	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%22ecf13deeff40ccdd5238e0b1e58dcf75%22	http://ecom.local/product/hoya-obovatum/feed/	C:/My%20Web%20Sites/ecom/ecom.local/product/hoya-obovatum/feed/index.html	(from http://ecom.local/product/hoya-obovatum/)
12:47:49	226216/226216	---MCZ	200	added ('OK')	text/html	date:Mon,%2023%20Dec%202024%2007:17:46%20GMT	http://ecom.local/?add-to-cart=243	C:/My%20Web%20Sites/ecom/ecom.local/index2b08.html	(from http://ecom.local/)
12:47:49	6234/6234	---MCZ	200	added ('OK')	text/css	etag:W/%2267690e50-185a%22	http://ecom.local/wp-content/uploads/elementor/css/post-242.css?ver=1734938192	C:/My%20Web%20Sites/ecom/ecom.local/wp-content/uploads/elementor/css/post-2427b76.css	(from http://ecom.local/product/hoya-obovatum/)
12:47:49	2673/2673	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2267690921-a71%22	http://ecom.local/wp-content/plugins/woocommerce/assets/js/zoom/jquery.zoom.min.js?ver=1.7.21-wc.9.5.1	C:/My%20Web%20Sites/ecom/ecom.local/wp-content/plugins/woocommerce/assets/js/zoom/jquery.zoom.min30d3.js	(from http://ecom.local/product/hoya-obovatum/)
